Timestamp,signal
1352364660,0.0
1352364720,0.2
1352364780,0.6
1352364840,0.2
1352364900,0.2
1352364960,0.2
1352365020,0.2
1352365080,0.2
1352365140,0.0
1352365200,0.0
1352365260,0.0
1352365320,0.0
1352365380,0.4
1352365440,0.0
1352365500,0.4
1352365560,0.4
1352365620,0.0
1352365680,0.0
1352365740,0.0
1352365800,0.0
1352365860,0.0
1352366760,1.0
1352366820,0.6
1352368800,0.6
1352368860,0.4
1352369040,0.8
1352369160,0.8
1352369700,0.8
1352369760,0.2
1352369820,0.6
1352369880,0.2
1352369940,0.8
1352370000,0.6
1352370060,0.8
1352371020,0.2
1352371380,0.2
1352371560,0.2
1352371680,0.8
1352372700,0.8
1352372880,0.6
1352374260,0.6
1352374320,0.4
1352374680,0.6
1352374740,0.6
1352374860,0.6
1352374920,0.6
1352374980,0.6
1352375100,0.6
1352375160,0.6
1352375220,0.2
1352375280,0.0
1352375400,0.0
1352375460,0.0
1352375580,0.0
1352375640,0.4
1352377800,0.4
1352377860,0.4
1352378520,0.6
1352378700,0.6
1352380320,1.0
1352380620,0.6
1352381160,0.6
1352383560,0.6
1352383740,0.0
1352384040,0.0
1352385120,0.0
1352386260,0.0
1352388960,1.0
1352390640,0.4
1352391780,1.0
1352391900,0.2
1352393160,0.8
1352394060,0.8
1352394720,0.8
1352395620,0.8
1352395740,0.4
1352395980,0.6
1352396640,0.8
1352397180,0.8
1352397300,0.6
1352397960,0.8
1352398380,0.8
1352399100,0.8
1352400180,0.8
1352404080,0.0
1352404140,0.0
1352405760,0.8
1352405940,0.4
1352407200,0.4
1352407380,0.4
1352407560,0.4
1352407620,0.4
1352407800,0.4
1352409840,0.8
1352410320,0.0
1352410380,0.4
1352410620,0.6
1352410680,0.6
1352410740,0.6
1352410860,1.0
1352410980,0.6
1352411040,1.0
1352412360,0.2
1352414160,0.0
1352416200,0.0
1352416440,0.2
1352417820,0.2
1352418840,0.4
1352418900,1.0
1352418960,0.6
1352419080,1.0
1352419740,0.0
1352419800,0.0
1352422620,0.4
1352424180,0.4
1352427660,0.6
1352428320,1.0
1352430480,0.6
1352430780,0.6
1352431740,0.6
1352432040,0.2
1352432160,0.4
1352432280,0.6
1352436540,0.6
1352437260,0.4
1352444760,0.4
1352446200,0.4
1352449680,0.6
1352451720,0.0
1352451900,0.6
1352452140,0.4
1352452380,0.6
1352452860,0.0
1352453280,0.4
1352453520,0.6
1352453700,0.6
1352453760,0.4
1352454240,0.4
1352454300,0.2
1352454360,0.4
1352454420,0.2
1352454480,0.2
1352454540,0.2
1352454660,0.2
1352454720,0.8
1352454780,0.8
1352454840,0.2
1352454960,0.8
1352455020,0.8
1352455260,0.8
1352456580,0.8
1352458020,0.8
1352458920,0.8
1352461200,0.8
1352462460,0.0
1352464380,1.0
1352464440,0.6
1352464500,0.6
1352464560,0.6
1352467680,0.4
1352467920,0.4
1352468520,0.4
1352469720,0.4
1352469780,0.4
1352470800,0.0
1352471220,0.0
1352471280,0.0
1352471820,0.4
1352472600,0.6
1352473800,0.4
1352473860,0.2
1352474280,0.6
1352474940,0.0
1352476920,0.8
1352478180,0.4
1352478600,0.4
1352478720,0.6
1352479080,0.4
1352479380,0.8
1352480040,0.6
1352481360,0.6
1352481720,0.4
1352481900,0.8
1352481960,0.8
1352482020,0.8
1352482080,0.8
1352485860,0.8
1352487240,0.8
1352489280,0.2
1352490000,0.2
1352490060,1.0
1352491980,0.4
1352492460,0.4
1352492520,0.2
1352492580,0.2
1352492640,0.0
1352492700,0.0
1352492760,0.4
1352492820,0.4
1352492880,0.4
1352492940,0.0
1352499540,0.2
1352500560,0.2
1352501520,0.2
1352501580,0.0
1352501640,0.0
1352503200,0.0
1352504400,0.0
1352507160,0.0
1352507760,0.0
1352510280,0.2
1352513700,0.2
1352519280,0.2
1352519760,0.6
1352520420,0.0
1352521020,1.0
1352541540,0.2
1352544840,0.2
1352544960,0.2
1352545020,0.4
1352545860,0.6
1352557980,0.2
1352558580,0.6
1352558640,0.4
1352558820,0.4
1352563500,0.6
1352563860,0.6
1352565060,0.6
1352565720,0.2
1352565960,0.0
1352566380,0.8
1352567040,0.4
1352567520,0.8
1352567700,0.8
1352567820,0.8
1352568360,0.0
1352569020,0.2
1352569680,0.4
1352570340,1.0
1352571000,0.6
1352571420,0.6
1352571540,0.6
1352571660,0.8
1352572080,0.8
1352572980,0.4
1352573160,0.2
1352573220,0.2
1352573280,0.4
1352574000,0.2
1352575140,0.2
1352576580,0.0
1352577240,0.0
1352577960,0.0
1352578800,0.2
1352581560,0.2
1352583180,0.6
1352583840,0.8
1352584500,0.8
1352584860,1.0
1352587800,1.0
1352588460,1.0
1352589120,1.0
1352589180,1.0
1352596440,0.4
1352598480,0.8
1352603640,0.8
1352606520,1.0
1352607180,0.4
1352607240,0.2
1352620380,0.8
1352621040,0.4
1352621700,0.4
1352622360,0.8
1352624460,0.4
1352625120,0.6
1352628060,0.6
1352638080,0.4
1352652420,0.8
1352653020,0.4
1352653680,0.4
1352655120,0.6
1352655780,0.8
1352655960,0.6
1352656200,0.2
1352658180,1.0
1352658300,0.6
1352658600,0.6
1352661360,1.0
1352661720,0.2
1352665380,0.4
1352670480,0.8
1352670780,1.0
1352671020,0.6
1352671140,0.2
1352671260,0.2
1352671440,0.2
1352671560,0.0
1352671620,0.2
1352672100,0.0
1352672220,0.0
1352672520,0.0
1352672700,0.0
1352672760,1.0
1352673000,1.0
1352673060,1.0
1352673420,0.6
1352673600,0.0
1352673660,1.0
1352674920,1.0
1352675040,1.0
1352682240,0.2
1352684340,1.0
1352684520,1.0
1352687160,0.4
1352688000,0.0
1352689380,0.6
1352690040,0.8
1352690700,0.4
1352691360,0.4
1352694180,0.2
1352694240,0.2
1352694300,0.4
1352701860,0.4
1352702040,0.2
1352702280,0.4
1352702700,0.4
1352702940,0.4
1352709540,0.4
1352709780,0.6
1352710140,0.6
1352712000,1.0
1352712240,1.0
1352712480,0.8
1352712660,0.8
1352712720,0.8
1352713320,0.4
1352713440,1.0
1352713620,1.0
1352714760,1.0
1352715120,0.8
1352715480,0.8
1352715780,0.4
1352715840,0.2
1352717100,0.2
1352717640,0.6
1352717760,1.0
1352717820,0.2
1352718060,0.8
1352719500,0.4
1352719920,0.8
1352721000,0.8
1352721060,0.6
1352721480,0.6
1352722200,0.8
1352722620,0.8
1352722680,0.4
1352722740,0.6
1352722800,0.2
1352722860,0.2
1352723160,0.2
1352723460,0.8
1352726520,0.4
1352726880,0.6
1352730120,0.4
1352730720,0.8
1352731380,1.0
1352731560,1.0
1352731740,1.0
1352732820,1.0
1352733060,0.8
1352733720,0.4
1352733780,1.0
1352735100,1.0
1352735940,0.8
1352737620,0.4
1352739000,0.8
1352739060,1.0
1352739120,1.0
1352740020,1.0
1352740740,1.0
1352740800,1.0
1352740920,0.4
1352741100,1.0
1352741160,1.0
1352741340,1.0
1352741400,1.0
1352744460,1.0
1352745720,0.2
1352745780,1.0
1352747100,0.4
1352747160,0.8
1352747220,0.8
1352747280,0.6
1352747340,0.6
1352747400,0.8
1352747460,0.6
1352747520,0.6
1352747580,0.6
1352747640,0.4
1352747700,0.2
1352748120,0.8
1352748180,0.4
1352751120,0.8
1352751720,0.4
1352752500,0.0
1352754120,0.2
1352754360,0.6
1352755020,1.0
1352757900,1.0
1352758500,1.0
1352758740,1.0
1352759220,1.0
1352759520,0.8
1352759580,1.0
1352759940,1.0
1352760240,0.8
1352761080,0.8
1352761260,0.8
1352761920,0.6
1352762220,0.4
1352764500,0.4
1352764620,0.4
1352764860,0.8
1352765160,0.8
1352765280,1.0
1352765520,1.0
1352767500,0.6
1352767560,0.4
1352767680,0.4
1352767740,0.2
1352771160,0.8
1352771400,0.4
1352771520,0.4
1352773740,0.8
1352775300,0.4
1352775660,0.4
1352775720,0.2
1352777100,0.4
1352780940,0.4
1352789400,0.2
1352789460,0.0
1352789520,0.0
1352789580,0.0
1352790540,0.8
1352790960,0.8
1352791500,0.8
1352791620,0.8
1352791680,0.0
1352791740,0.0
1352791800,0.6
1352794140,0.6
1352794680,0.8
1352795340,0.8
1352796000,1.0
1352798340,1.0
1352799060,0.6
1352799240,0.8
1352799780,0.8
1352800500,1.0
1352800800,0.2
1352800920,0.8
1352800980,1.0
1352801040,1.0
1352801100,1.0
1352801160,1.0
1352801280,1.0
1352801340,1.0
1352801400,1.0
1352801460,1.0
1352802540,0.0
1352803560,0.0
1352804160,0.0
1352804220,0.4
1352804940,0.4
1352805240,0.0
1352806920,0.2
1352809260,0.4
1352809560,0.4
1352809740,0.4
1352809980,0.4
1352810160,0.6
1352811240,0.4
1352815620,0.6
1352818080,0.4
1352819520,0.4
1352819640,0.6
1352820060,0.2
1352820120,0.6
1352820180,0.6
1352820300,0.6
1352824200,0.2
1352825340,0.4
1352830680,0.4
1352830740,0.6
1352830800,0.0
1352830860,0.0
1352830920,0.6
1352831220,0.2
1352831580,0.4
1352832240,0.6
1352832420,1.0
1352832900,0.6
1352833080,0.6
1352833260,0.6
1352833620,0.6
1352833680,0.4
1352834400,0.4
1352834640,0.4
1352834820,0.6
1352834880,0.6
1352835120,0.0
1352835420,0.4
1352835480,0.4
1352835540,0.4
1352835780,0.4
1352835960,0.4
1352836020,0.4
1352836080,0.6
1352836380,0.6
1352836680,0.6
1352836920,0.6
1352836980,0.2
1352837100,0.2
1352839800,0.2
1352840040,0.2
1352840460,0.0
1352840520,0.0
1352840580,0.2
1352840760,0.2
1352841420,0.4
1352841480,0.0
1352841540,0.0
1352841600,0.0
1352841660,0.4
1352843700,0.2
1352843760,0.2
1352844300,0.2
1352844960,0.8
1352847720,0.2
1352848380,0.0
1352853420,0.0
1352864640,0.0
1352865540,0.0
1352877960,0.2
1352878140,0.2
1352878620,0.6
1352878680,0.6
1352878740,0.2
1352883540,0.4
1352884200,0.6
1352884260,0.2
1352884440,0.6
1352885160,0.6
1352885220,0.2
1352888820,0.2
1352890740,0.2
1352890800,1.0
1352891520,0.8
1352892360,1.0
1352892420,0.6
1352892480,1.0
1352892600,0.8
1352892900,1.0
1352893020,1.0
1352893080,0.8
1352893140,0.8
1352893200,0.4
1352893260,1.0
1352897400,0.8
1352897520,0.4
1352897580,0.4
1352897760,0.4
1352897880,0.4
1352898000,0.8
1352898120,0.4
1352898420,0.0
1352900100,1.0
1352900400,0.6
1352900760,0.0
1352900880,0.2
1352901060,0.2
1352901660,0.4
1352901780,1.0
1352902320,1.0
1352903520,1.0
1352907240,0.8
1352908560,0.8
1352908620,0.8
1352911500,0.8
1352912160,0.4
1352916060,0.4
1352920020,0.6
1352924400,1.0
1352924460,1.0
1352926440,0.0
1352926620,0.8
1352926680,0.4
1352926740,0.2
1352926800,0.8
1352926860,0.6
1352930340,0.4
1352931360,0.0
1352932800,0.6
1352934360,0.4
1352935020,0.2
1352935080,0.4
1352935560,0.4
1352935620,0.4
1352936280,0.2
1352936340,0.0
1352936400,0.4
1352936460,0.8
1352936580,1.0
1352936880,1.0
1352937060,1.0
1352937180,1.0
1352947560,1.0
1352949120,0.4
1352955900,1.0
1352960940,0.4
1352961420,0.2
1352964480,1.0
1352964540,1.0
1352964720,0.6
1352965560,0.0
1352966760,0.4
1352967420,0.4
1352967480,0.6
1352968260,0.6
1352969700,0.6
1352969820,0.2
1352969880,0.4
1352970000,0.6
1352970360,1.0
1352970420,0.0
1352970480,0.4
1352971320,1.0
1352971920,1.0
1352972220,0.6
1352973240,0.4
1352973360,0.6
1352973480,1.0
1352973540,1.0
1352973840,0.8
1352975160,0.6
1352975220,1.0
1352975280,1.0
1352975340,1.0
1352975640,0.8
1352976120,0.8
1352977740,0.8
1352977860,0.4
1352977980,0.4
1352978040,0.4
1352978160,0.2
1352979840,0.6
1352981040,0.8
1352981340,0.8
1352981700,0.2
1352982240,0.6
1352983020,0.8
1352983500,0.8
1352983920,0.8
1352984580,0.6
1352985540,0.8
1352987160,0.8
1352987460,0.8
1352988120,1.0
1352989440,0.4
1352989920,1.0
1352993460,1.0
1352993640,0.4
1352993700,0.4
1352993940,0.4
1352994840,1.0
1352995500,0.2
1352995620,0.2
1352996820,0.6
1352997180,0.8
1352997960,0.6
1352999100,0.6
1352999220,0.6
1352999340,0.8
1352999400,0.6
1352999580,1.0
1353000000,0.4
1353000060,0.6
1353000120,0.2
1353000180,0.8
1353000300,0.8
1353000360,0.8
1353000720,0.8
1353000840,0.6
1353001980,0.8
1353002400,0.8
1353003060,0.8
1353003180,0.6
1353003840,0.6
1353004380,0.8
1353005520,1.0
1353005580,0.8
1353006780,0.6
1353007260,1.0
1353007380,1.0
1353008040,0.4
1353008760,1.0
1353009840,0.8
1353010500,0.6
1353010980,1.0
1353011460,1.0
1353011760,1.0
1353012600,0.2
1353013200,0.2
1353013860,0.4
1353014520,1.0
1353014640,1.0
1353015060,0.8
1353015120,1.0
1353015180,1.0
1353015240,1.0
1353015780,1.0
1353016440,1.0
1353016800,0.8
1353017100,0.8
1353017760,0.4
1353018780,1.0
1353018840,1.0
1353019500,0.6
1353020880,0.0
1353020940,0.2
1353022320,0.4
1353022380,0.6
1353022680,0.0
1353023220,0.8
1353023280,0.6
1353023400,0.4
1353024720,0.2
1353024780,0.2
1353024840,0.2
1353025260,0.4
1353025680,0.2
1353025740,0.2
1353026460,0.4
1353026520,0.4
1353026820,0.4
1353027060,0.6
1353027480,0.6
1353028620,1.0
1353030120,0.2
1353030900,0.2
1353030960,0.2
1353031200,0.2
1353031260,0.2
1353031320,0.2
1353031440,0.2
1353031500,0.2
1353031680,0.8
1353031740,0.8
1353032400,0.8
1353032700,0.8
1353033300,0.8
1353033420,0.4
1353033600,0.4
1353034260,0.4
1353039120,0.4
1353039960,0.4
1353043140,0.4
1353043200,0.4
1353043380,0.4
1353043440,0.4
1353044640,0.4
1353044700,0.4
1353045060,0.4
1353046920,0.4
1353047100,0.4
1353047640,0.2
1353048720,0.6
1353048840,0.4
1353048900,0.4
1353048960,0.6
1353049440,0.6
1353049620,0.6
1353050160,0.8
1353050640,0.4
1353050760,0.4
1353050820,0.4
1353050940,0.0
1353051120,0.0
1353051180,0.0
1353051360,0.0
1353054120,0.2
1353054300,1.0
1353054660,0.8
1353054840,0.2
1353055260,0.0
1353056760,0.4
1353057180,0.2
1353057780,0.2
1353058260,0.0
1353058320,0.0
1353059160,0.0
1353059220,0.0
1353059340,0.0
1353059400,0.0
1353059460,0.2
1353059580,0.2
1353059760,0.4
1353059820,0.4
1353059880,0.8
1353060180,0.8
1353060240,0.8
1353060420,0.2
1353060480,0.4
1353060540,0.2
1353060600,0.2
1353060660,0.2
1353060780,0.8
1353060840,0.0
1353061020,0.6
1353061140,0.6
1353061380,0.0
1353061440,0.0
1353061800,0.6
1353061920,0.6
1353061980,0.8
1353062040,0.6
1353062220,0.6
1353062580,0.6
1353063120,0.0
1353063180,0.0
1353063240,0.0
1353063360,0.0
1353063420,0.0
1353063540,0.0
1353063600,0.0
1353063840,0.0
1353063900,0.4
1353065160,0.2
1353065700,0.2
1353065820,0.4
1353067020,0.6
1353067080,0.6
1353067140,0.6
1353067200,0.6
1353067260,0.6
1353067320,0.4
1353067380,0.6
1353067440,0.6
1353067500,0.6
1353067560,0.6
1353067680,0.4
1353067740,0.4
1353067800,0.4
1353067860,0.4
1353068220,0.4
1353069060,0.0
1353069240,0.8
